rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
3,spotify:track:1VNWdmXSbaNrnWod10WIL0,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",Universal Republic Records,81056,2,27,ARE,2024-02-22,1VNWdmXSbaNrnWod10WIL0
4,spotify:track:3w0w2T288dec0mgeZZqoNN,"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,Ye,79349,4,2,ARE,2024-02-22,3w0w2T288dec0mgeZZqoNN
5,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,Dead Oceans,71773,2,23,ARE,2024-02-22,3vkCueOmm7xQDoJ17W1Pm3
6,spotify:track:52eIcoLUM25zbQupAZYoFh,21 Savage,redrum,"Slaughter Gang, LLC/Epic Records",68820,5,6,ARE,2024-02-22,52eIcoLUM25zbQupAZYoFh
7,spotify:track:7GUhiAHLoVy1V8ucQuZ3CB,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna),Universal Republic Records,65095,2,38,ARE,2024-02-22,7GUhiAHLoVy1V8ucQuZ3CB
8,spotify:track:5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,FAX Records/Epic,60679,5,23,ARE,2024-02-22,5aIVCx5tnk0ntmdiinnYvw
9,spotify:track:4xhsWYTOGcal8zt0J161CU,Jack Harlow,Lovin On Me,Generation Now/Atlantic,60394,4,15,ARE,2024-02-22,4xhsWYTOGcal8zt0J161CU
10,spotify:track:0M0ANKNzmM4Odd7FNKghzW,Mitraz,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",T-Series,58444,10,4,ARE,2024-02-22,0M0ANKNzmM4Odd7FNKghzW
11,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,52846,4,30,ARE,2024-02-22,42VsgItocQwOQC3XWZ8JNA
12,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",52101,12,4,ARE,2024-02-22,6tNQ70jh4OwmPGpYy6R2o9
13,spotify:track:0TL0LFcwIBF5eX7arDIKxY,Anuv Jain,Husn,Universal Music India Pvt. Ltd. (on behalf of Anuv Jain),50852,8,10,ARE,2024-02-22,0TL0LFcwIBF5eX7arDIKxY
14,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,50378,1,32,ARE,2024-02-22,2HRgqmZQC0MC7GeNuDIXHN
15,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,50063,15,60,ARE,2024-02-22,4iZ4pt7kvcaH6Yo8UoZ4s2
16,spotify:track:69phA1R4gmQsBFRQ3INW8C,Rich Amiri,ONE CALL,Internet Money Records / 10K Projects,49387,14,5,ARE,2024-02-22,69phA1R4gmQsBFRQ3INW8C
17,spotify:track:1zzejMGRYKP5XOa3FmzXfa,Sai Abhyankkar,"Katchi Sera - From ""Think Indie""",Think Music,49077,17,3,ARE,2024-02-22,1zzejMGRYKP5XOa3FmzXfa
18,spotify:track:6Qb7YsAqH4wWFUMbGsCpap,Dua Lipa,Training Season,Warner Records,45407,18,1,ARE,2024-02-22,6Qb7YsAqH4wWFUMbGsCpap
19,spotify:track:04CyMEHliadfQWMUJb1w99,"¥$, Kanye West, Ty Dolla $ign",BURN,Ye,44916,19,2,ARE,2024-02-22,04CyMEHliadfQWMUJb1w99
20,spotify:track:7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Flowers,Columbia,44558,1,58,ARE,2024-02-22,7DSAEUvxU8FajXtRloy8M0
21,spotify:track:7yDHHVKLbvDmVw1XXhDDIO,"Vishal Mishra, Raj Shekhar",Pehle Bhi Main,T-Series,44172,10,12,ARE,2024-02-22,7yDHHVKLbvDmVw1XXhDDIO
22,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,44101,22,8,ARE,2024-02-22,17phhZDn6oGtzMe56NuWvj
23,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,43665,17,89,ARE,2024-02-22,5XeFesFbtLpXzIVDNQP22n
24,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,43332,11,241,ARE,2024-02-22,7MXVkk9YMctZqd1Srtv4MB
25,spotify:track:6uTPdRrEDeH8Fyg5L5qmeU,Flo Milli,Never Lose Me,'94 Sounds/RCA Records,42771,14,6,ARE,2024-02-22,6uTPdRrEDeH8Fyg5L5qmeU
26,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,42561,4,25,ARE,2024-02-22,5mjYQaktjmjcMKcUIcqz4s
27,spotify:track:7AYmToZ5y67fBjq4RLFbuq,Beyoncé,TEXAS HOLD 'EM,Parkwood Entertainment/Columbia,41540,27,2,ARE,2024-02-22,7AYmToZ5y67fBjq4RLFbuq
28,spotify:track:7gaA3wERFkFkgivjwbSvkG,Ariana Grande,"yes, and?",Republic Records,41388,2,6,ARE,2024-02-22,7gaA3wERFkFkgivjwbSvkG
29,spotify:track:4OMJGnvZfDvsePyCwRGO7X,Dua Lipa,Houdini,Warner Records,39705,14,15,ARE,2024-02-22,4OMJGnvZfDvsePyCwRGO7X
30,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,39609,1,63,ARE,2024-02-22,1Qrg8KqiBpW07V7PNxwwwL
31,spotify:track:6wsqVwoiVH2kde4k4KKAFU,Travis Scott,I KNOW ?,Cactus Jack/Epic,38774,9,30,ARE,2024-02-22,6wsqVwoiVH2kde4k4KKAFU
32,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,38470,1,29,ARE,2024-02-22,56y1jOTK0XSvJzVv9vHQBK
33,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,"Drake, Sexyy Red, SZA",Rich Baby Daddy (feat. Sexyy Red & SZA),OVO/Republic,36280,20,20,ARE,2024-02-22,1yeB8MUNeLo9Ek1UEpsyz6
34,spotify:track:3xMHXmedL5Rvfxmiar9Ryv,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",Chaleya,T-Series,35859,1,28,ARE,2024-02-22,3xMHXmedL5Rvfxmiar9Ryv
35,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,35691,6,89,ARE,2024-02-22,1dGr1c8CrMLDpV6mPbImSI
36,spotify:track:4kjI1gwQZRKNDkw1nI475M,Travis Scott,MY EYES,Cactus Jack/Epic,34736,13,30,ARE,2024-02-22,4kjI1gwQZRKNDkw1nI475M
37,spotify:track:3h5TiWTqGxjSjFrbruPFH9,YG Marley,Praise Jah In The Moonlight,YG Marley Music,34498,37,3,ARE,2024-02-22,3h5TiWTqGxjSjFrbruPFH9
