rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
29,spotify:track:3p4hRhMcb6ch8OLtATMaLw,Cigarettes After Sex,Cry,Partisan Records,50823,15,108,SAU,2024-07-11,3p4hRhMcb6ch8OLtATMaLw
30,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,50199,28,12,SAU,2024-07-11,0WbMK4wrZ1wFSty9F7FCgu
31,spotify:track:6fdjPVlCwFryREAsmRHy4C,"vtze archive, Mc Ster",MONTAGEM DIAMANTE ROSA - SLOWED,broke,49857,21,20,SAU,2024-07-11,6fdjPVlCwFryREAsmRHy4C
32,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,Dead Oceans,49577,1,43,SAU,2024-07-11,3vkCueOmm7xQDoJ17W1Pm3
33,spotify:track:4tKBEzm5jPrV4b1GYZnN2P,Abdul Majeed Abdullah,يا ابن الأوادم,Rotana Music,49516,16,78,SAU,2024-07-11,4tKBEzm5jPrV4b1GYZnN2P
34,spotify:track:7mE7qSqqq7Bv5lm7r7ObMf,Shela,Akhsamna Tandas - Remix,Rock records,46704,24,146,SAU,2024-07-11,7mE7qSqqq7Bv5lm7r7ObMf
35,spotify:track:4QlbWOnT3ZoR2mTsyg362u,Aws Al Saber,شلون بية,Aws Al Saber,46003,35,41,SAU,2024-07-11,4QlbWOnT3ZoR2mTsyg362u
36,spotify:track:1KXneoXsShNeFRupir2Hpp,Saif Amer,Aybaah,Hguitara Studio,45585,36,3,SAU,2024-07-11,1KXneoXsShNeFRupir2Hpp
37,spotify:track:1gVT9clRR3jRvgJYK2KsIp,Ayed,Rdy,Luxury Ksa,44796,19,32,SAU,2024-07-11,1gVT9clRR3jRvgJYK2KsIp
38,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,44583,16,8,SAU,2024-07-11,3QaPy1KgI7nu9FJEQUgn6h
39,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,Polydor Records,44333,8,103,SAU,2024-07-11,1FEiijYPJtyswChfcpv3p0
40,spotify:track:7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,XL Recordings,43965,1,126,SAU,2024-07-11,7j4OmvkjRz0PrjFADlHfQx
41,spotify:track:5VZ0soW5syQfefCUj603DW,"HISTED, TXVSTERPLAYA",MASHA ULTRAFUNK,broke,43878,20,11,SAU,2024-07-11,5VZ0soW5syQfefCUj603DW
42,spotify:track:0YThXX1dqUpYBLyJNAsF9N,Yeat,If We Being Rëal,Field Trip Recordings/Capitol Records,43514,27,14,SAU,2024-07-11,0YThXX1dqUpYBLyJNAsF9N
