rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
22,spotify:track:5jj7yXcilVsZPpyYtmD28X,NONT TANONT,จำนน,LOVEiS Entertainment,628458,11,31,THA,2024-10-17,5jj7yXcilVsZPpyYtmD28X
23,spotify:track:5QxNmQBXpLPemzpDvsuiLM,PUN,DAY ONE,Universal Music (Thailand) Ltd.,617816,6,19,THA,2024-10-17,5QxNmQBXpLPemzpDvsuiLM
24,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,617527,2,55,THA,2024-10-17,01qFKNWq73UfEslI0GvumE
25,spotify:track:3wyzSQ9rAWjx9vsMQSrLn2,fellow fellow,ไม่เปลี่ยนเลย (Best Luck),Kicks Records,616450,10,45,THA,2024-10-17,3wyzSQ9rAWjx9vsMQSrLn2
26,spotify:track:4UyEA5UP6ducMaV9NiggTr,"Paper Planes, JOEY PHUWASIT",สาริกาลิ้นทอง (Smooth-talker),GMM Music Public Company Limited,611082,20,6,THA,2024-10-17,4UyEA5UP6ducMaV9NiggTr
27,spotify:track:56wDFSIa9Tr7zbEXUVMwjP,fellow fellow,ดาวหางฮัลเลย์,Kicks Records,604095,3,59,THA,2024-10-17,56wDFSIa9Tr7zbEXUVMwjP
28,spotify:track:2LJerOY5jSwO5K6OF9Cyuz,Ink Waruntorn,พบรัก,Boxx Music,591216,16,14,THA,2024-10-17,2LJerOY5jSwO5K6OF9Cyuz
29,spotify:track:4KZRjuldIGTS7AQUPbUvbs,PUN,ที่เดิม,Universal Music (Thailand) Ltd.,555765,29,4,THA,2024-10-17,4KZRjuldIGTS7AQUPbUvbs
30,spotify:track:0mHD9bPUsI3qbKZzMpxXFh,เล็กสเร็น,ผิดตั้งแต่เริ่ม (ชู้รัก),BE StudiO,548641,30,3,THA,2024-10-17,0mHD9bPUsI3qbKZzMpxXFh
31,spotify:track:72Jc8BV2cEQAOuVoHVTJy3,Billkin,Golden Hour,Billkin Entertainment,524758,31,1,THA,2024-10-17,72Jc8BV2cEQAOuVoHVTJy3
32,spotify:track:28uUXmHx13AZ1nkl57vCwN,BOWKYLION,ส่วนต่าง (do it without me),What The Duck,518873,16,23,THA,2024-10-17,28uUXmHx13AZ1nkl57vCwN
33,spotify:track:0Fye2qtgBqOzHxb4cPSjWb,ASIA7,Loop (ฉันจึงวนกลับมา),GMM Music Public Company Limited,507140,24,8,THA,2024-10-17,0Fye2qtgBqOzHxb4cPSjWb
34,spotify:track:08NGk13plUmQ5E5yjxIPIz,BUS,แค่น้องชาย (brother zone),SONRAY MUSIC,502255,10,20,THA,2024-10-17,08NGk13plUmQ5E5yjxIPIz
35,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,477298,17,27,THA,2024-10-17,2HRqTpkrJO5ggZyyK6NPWz
36,spotify:track:5BmF05GWZpmm5JZ5p3yMJr,Mirrr,กำแพงหัวใจ,What The Duck,471568,15,61,THA,2024-10-17,5BmF05GWZpmm5JZ5p3yMJr
37,spotify:track:7jGiXLzchqbDTW7WzSU7a3,YEW,ปล่อยดาว (Flaw),YEW,470316,11,53,THA,2024-10-17,7jGiXLzchqbDTW7WzSU7a3
38,spotify:track:1JxRZB6gjp3nsn2jUIaXMs,TAEYONG,TAP,SM Entertainment,469823,5,34,THA,2024-10-17,1JxRZB6gjp3nsn2jUIaXMs
39,spotify:track:0PBTlQ84CBJF0tBnKGmQa6,V,FRI(END)S,BIGHIT MUSIC,469382,1,31,THA,2024-10-17,0PBTlQ84CBJF0tBnKGmQa6
40,spotify:track:43eS61ezviPc61XDu6tRYR,guncharlie,เผื่อวันไหนเธอจะกลับมา,Kicks Records,461003,9,31,THA,2024-10-17,43eS61ezviPc61XDu6tRYR
41,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,451447,10,65,THA,2024-10-17,7CyPwkp0oE8Ro9Dd5CUDjW
42,spotify:track:4bnxMt1viexb85sAtVz1dA,Meyou,วันนี้ปีที่แล้ว,GMM Music Public Company Limited,444709,11,59,THA,2024-10-17,4bnxMt1viexb85sAtVz1dA
43,spotify:track:79gZEEThebUtPiqGLHMupL,BUS,TRANSFORMER,SONRAY MUSIC,436257,43,3,THA,2024-10-17,79gZEEThebUtPiqGLHMupL
44,spotify:track:11sirgYaEutV40tkvgpHN6,"j-hope, Gaeko, YOON MIRAE",NEURON (with Gaeko & YOON MIRAE),BIGHIT MUSIC,428004,3,29,THA,2024-10-17,11sirgYaEutV40tkvgpHN6
45,spotify:track:5nvdbRKg9fOixXotcZIQuF,Jeff Satur,ซ่อน(ไม่)หา,WM/Thailand,424491,5,39,THA,2024-10-17,5nvdbRKg9fOixXotcZIQuF
46,spotify:track:2QV4JzbjMvgBRXsZHE0vW5,LITTLE JOHN,ฉันไม่ต้องการตัวเธอในตอนนี้,9 Arkkhan,423655,23,9,THA,2024-10-17,2QV4JzbjMvgBRXsZHE0vW5
47,spotify:track:0D9lpJts3mXxe0fvovYUFv,AYLA's,จากตรงนี้ที่(เคย)สวยงาม [La La Bye],WM/Thailand,423412,10,91,THA,2024-10-17,0D9lpJts3mXxe0fvovYUFv
48,spotify:track:6JtHYZAi56uJEBc8iihR7j,No One Else,วันที่นาฬิกาของเราหมุนไปพร้อมกัน,Spicy Disc,421493,33,8,THA,2024-10-17,6JtHYZAi56uJEBc8iihR7j
49,spotify:track:0zLFNFvbnPmWZfDewtyaVg,Three Man Down,ไม่ให้ไป,GMM Music Public Company Limited,420082,22,18,THA,2024-10-17,0zLFNFvbnPmWZfDewtyaVg
50,spotify:track:4bjN59DRXFRxBE1g5ne6B1,Agust D,Haegeum,BIGHIT MUSIC,414081,1,78,THA,2024-10-17,4bjN59DRXFRxBE1g5ne6B1
1,spotify:track:3yDRcs0Y4pPzkvMbUfeF9H,LISA,Moonlit Floor (Kiss Me),Lloud Co./RCA Records,9340110,1,1,THA,2024-10-10,3yDRcs0Y4pPzkvMbUfeF9H
2,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,4155953,1,12,THA,2024-10-10,7tI8dRuH2Yc6RuoTjxo4dU
3,spotify:track:7ov3TDp5D00Rnu5R1viX4w,"LISA, ROSALÍA",New Woman (feat. ROSALÍA),Lloud Co./RCA Records,2911261,1,8,THA,2024-10-10,7ov3TDp5D00Rnu5R1viX4w
4,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,2588049,1,61,THA,2024-10-10,2N0SPREDYqILVEFSsWF5N5
5,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,1936187,1,48,THA,2024-10-10,2KslE17cAJNHTsI2MI0jb2
6,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,1094952,6,8,THA,2024-10-10,2plbrEY59IikOBgBGLjaoe
7,spotify:track:4RiudH8RehvLLrk8uNgIdR,TEN,Nightwalker,SM Entertainment,1041786,2,35,THA,2024-10-10,4RiudH8RehvLLrk8uNgIdR
8,spotify:track:2MuJCv3nCgHYlgOrAvCAT6,fellow fellow,Proud,Kicks Records,956149,8,13,THA,2024-10-10,2MuJCv3nCgHYlgOrAvCAT6
9,spotify:track:5F4fAhzhdHtaQ8nNqWAufl,Jeff Satur,"เหมือนวิวาห์ (Rain wedding) [From ""วิมานหนาม""]",WM/Thailand,916084,6,7,THA,2024-10-10,5F4fAhzhdHtaQ8nNqWAufl
10,spotify:track:6vvPecFTmWxDfEJ6cYT1wa,LISA,Rockstar,Lloud Co./RCA Records,898127,1,15,THA,2024-10-10,6vvPecFTmWxDfEJ6cYT1wa
11,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,889919,9,20,THA,2024-10-10,6dOtVTDdiauQNBQEDOtlAB
12,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,867802,1,65,THA,2024-10-10,2HRgqmZQC0MC7GeNuDIXHN
13,spotify:track:2a78JDp7YVCyEydtRiHOn7,PUN,I Just Wanna Know,Universal Music (Thailand) Ltd.,841947,12,4,THA,2024-10-10,2a78JDp7YVCyEydtRiHOn7
14,spotify:track:4kE80JWRissrodmXuo0xYi,"THE TOYS, NONT TANONT",ดอกไม้ที่รอฝน (spring),What The Duck,796579,5,12,THA,2024-10-10,4kE80JWRissrodmXuo0xYi
15,spotify:track:2JhbSmNAyM9kYiqwa8Tpla,aespa,Supernova,SM Entertainment,701182,3,22,THA,2024-10-10,2JhbSmNAyM9kYiqwa8Tpla
16,spotify:track:2AdBbeVaEdW731a3FXJAJC,"Lipta, Mirrr",อยู่ได้แล้ว,Lipta,670285,16,10,THA,2024-10-10,2AdBbeVaEdW731a3FXJAJC
17,spotify:track:5jj7yXcilVsZPpyYtmD28X,NONT TANONT,จำนน,LOVEiS Entertainment,660806,11,30,THA,2024-10-10,5jj7yXcilVsZPpyYtmD28X
18,spotify:track:5QxNmQBXpLPemzpDvsuiLM,PUN,DAY ONE,Universal Music (Thailand) Ltd.,657465,6,18,THA,2024-10-10,5QxNmQBXpLPemzpDvsuiLM
19,spotify:track:3wyzSQ9rAWjx9vsMQSrLn2,fellow fellow,ไม่เปลี่ยนเลย (Best Luck),Kicks Records,652504,10,44,THA,2024-10-10,3wyzSQ9rAWjx9vsMQSrLn2
20,spotify:track:2LJerOY5jSwO5K6OF9Cyuz,Ink Waruntorn,พบรัก,Boxx Music,636400,16,13,THA,2024-10-10,2LJerOY5jSwO5K6OF9Cyuz
21,spotify:track:56wDFSIa9Tr7zbEXUVMwjP,fellow fellow,ดาวหางฮัลเลย์,Kicks Records,579039,3,58,THA,2024-10-10,56wDFSIa9Tr7zbEXUVMwjP
22,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,563040,2,54,THA,2024-10-10,01qFKNWq73UfEslI0GvumE
23,spotify:track:4UyEA5UP6ducMaV9NiggTr,"Paper Planes, JOEY PHUWASIT",สาริกาลิ้นทอง (Smooth-talker),GMM Music Public Company Limited,560377,20,5,THA,2024-10-10,4UyEA5UP6ducMaV9NiggTr
24,spotify:track:7jGiXLzchqbDTW7WzSU7a3,YEW,ปล่อยดาว (Flaw),YEW,539151,11,52,THA,2024-10-10,7jGiXLzchqbDTW7WzSU7a3
25,spotify:track:08NGk13plUmQ5E5yjxIPIz,BUS,แค่น้องชาย (brother zone),SONRAY MUSIC,525975,10,19,THA,2024-10-10,08NGk13plUmQ5E5yjxIPIz
26,spotify:track:28uUXmHx13AZ1nkl57vCwN,BOWKYLION,ส่วนต่าง (do it without me),What The Duck,524469,16,22,THA,2024-10-10,28uUXmHx13AZ1nkl57vCwN
27,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,509846,10,64,THA,2024-10-10,7CyPwkp0oE8Ro9Dd5CUDjW
28,spotify:track:0Fye2qtgBqOzHxb4cPSjWb,ASIA7,Loop (ฉันจึงวนกลับมา),GMM Music Public Company Limited,507024,24,7,THA,2024-10-10,0Fye2qtgBqOzHxb4cPSjWb
29,spotify:track:5BmF05GWZpmm5JZ5p3yMJr,Mirrr,กำแพงหัวใจ,What The Duck,504612,15,60,THA,2024-10-10,5BmF05GWZpmm5JZ5p3yMJr
30,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,498055,17,26,THA,2024-10-10,2HRqTpkrJO5ggZyyK6NPWz
31,spotify:track:4bnxMt1viexb85sAtVz1dA,Meyou,วันนี้ปีที่แล้ว,GMM Music Public Company Limited,492189,11,58,THA,2024-10-10,4bnxMt1viexb85sAtVz1dA
32,spotify:track:0PBTlQ84CBJF0tBnKGmQa6,V,FRI(END)S,BIGHIT MUSIC,487116,1,30,THA,2024-10-10,0PBTlQ84CBJF0tBnKGmQa6
33,spotify:track:5dpJemvWkTEM3qIKSbKB82,BUS,LIAR,SONRAY MUSIC,476065,13,5,THA,2024-10-10,5dpJemvWkTEM3qIKSbKB82
34,spotify:track:43eS61ezviPc61XDu6tRYR,guncharlie,เผื่อวันไหนเธอจะกลับมา,Kicks Records,471848,9,30,THA,2024-10-10,43eS61ezviPc61XDu6tRYR
35,spotify:track:0QzuaeCEEOV40Pn7IvKEny,Dhruv,double take,Little Worry/RCA Records,443074,1,178,THA,2024-10-10,0QzuaeCEEOV40Pn7IvKEny
36,spotify:track:1rNYuv63emsYt4Jjv8RlgJ,Mirrr,เจ้าของที่,What The Duck,441546,10,135,THA,2024-10-10,1rNYuv63emsYt4Jjv8RlgJ
37,spotify:track:4KZRjuldIGTS7AQUPbUvbs,PUN,ที่เดิม,Universal Music (Thailand) Ltd.,439373,37,3,THA,2024-10-10,4KZRjuldIGTS7AQUPbUvbs
38,spotify:track:4bjN59DRXFRxBE1g5ne6B1,Agust D,Haegeum,BIGHIT MUSIC,437412,1,77,THA,2024-10-10,4bjN59DRXFRxBE1g5ne6B1
39,spotify:track:0D9lpJts3mXxe0fvovYUFv,AYLA's,จากตรงนี้ที่(เคย)สวยงาม [La La Bye],WM/Thailand,437368,10,90,THA,2024-10-10,0D9lpJts3mXxe0fvovYUFv
40,spotify:track:5nvdbRKg9fOixXotcZIQuF,Jeff Satur,ซ่อน(ไม่)หา,WM/Thailand,430958,5,38,THA,2024-10-10,5nvdbRKg9fOixXotcZIQuF
41,spotify:track:0zLFNFvbnPmWZfDewtyaVg,Three Man Down,ไม่ให้ไป,GMM Music Public Company Limited,427587,22,17,THA,2024-10-10,0zLFNFvbnPmWZfDewtyaVg
42,spotify:track:2CjNvED1BSLPG1jYENA0QS,Only Monday,จดจำ,GMM Music Public Company Limited,413657,14,37,THA,2024-10-10,2CjNvED1BSLPG1jYENA0QS
43,spotify:track:01rXepgii5VjwHUaajNMmm,PUN,Goodbye,Universal Music (Thailand) Ltd.,410932,10,37,THA,2024-10-10,01rXepgii5VjwHUaajNMmm
44,spotify:track:2QV4JzbjMvgBRXsZHE0vW5,LITTLE JOHN,ฉันไม่ต้องการตัวเธอในตอนนี้,9 Arkkhan,406444,23,8,THA,2024-10-10,2QV4JzbjMvgBRXsZHE0vW5
45,spotify:track:06DPpk0hUJEgpzl5cuWNI6,Polycat,เวลาเธอยิ้ม,Smallroom,399131,22,308,THA,2024-10-10,06DPpk0hUJEgpzl5cuWNI6
46,spotify:track:0mHD9bPUsI3qbKZzMpxXFh,เล็กสเร็น,ผิดตั้งแต่เริ่ม (ชู้รัก),BE StudiO,397032,46,2,THA,2024-10-10,0mHD9bPUsI3qbKZzMpxXFh
47,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,392044,28,7,THA,2024-10-10,5G2f63n7IPVPPjfNIGih7Q
48,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,Sabrina Carpenter,Please Please Please,Island Records,391536,21,18,THA,2024-10-10,2tHwzyyOLoWSFqYNjeVMzj
49,spotify:track:7gPJ0LnpLQOhqH1Gx13cwv,BUS,แค่ไหนแค่นั้น (NO MATTER WHAT),SONRAY MUSIC,390051,22,23,THA,2024-10-10,7gPJ0LnpLQOhqH1Gx13cwv
50,spotify:track:6gcuJpHu0Ey30D5WR76y98,JENNIE,You & Me,YG Entertainment/Interscope Records,388840,9,24,THA,2024-10-10,6gcuJpHu0Ey30D5WR76y98
1,spotify:track:7ov3TDp5D00Rnu5R1viX4w,"LISA, ROSALÍA",New Woman (feat. ROSALÍA),Lloud Co./RCA Records,5002282,1,7,THA,2024-10-03,7ov3TDp5D00Rnu5R1viX4w
2,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,4372946,1,11,THA,2024-10-03,7tI8dRuH2Yc6RuoTjxo4dU
3,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,2587447,1,60,THA,2024-10-03,2N0SPREDYqILVEFSsWF5N5
4,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,2430343,1,47,THA,2024-10-03,2KslE17cAJNHTsI2MI0jb2
5,spotify:track:6vvPecFTmWxDfEJ6cYT1wa,LISA,Rockstar,Lloud Co./RCA Records,1945932,1,14,THA,2024-10-03,6vvPecFTmWxDfEJ6cYT1wa
6,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,1192713,6,7,THA,2024-10-03,2plbrEY59IikOBgBGLjaoe
7,spotify:track:4RiudH8RehvLLrk8uNgIdR,TEN,Nightwalker,SM Entertainment,1124435,2,34,THA,2024-10-03,4RiudH8RehvLLrk8uNgIdR
8,spotify:track:5F4fAhzhdHtaQ8nNqWAufl,Jeff Satur,"เหมือนวิวาห์ (Rain wedding) [From ""วิมานหนาม""]",WM/Thailand,968807,6,6,THA,2024-10-03,5F4fAhzhdHtaQ8nNqWAufl
9,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,926951,1,64,THA,2024-10-03,2HRgqmZQC0MC7GeNuDIXHN
