rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0EIWXIJea5Q92uBlPBhUB4","Lazza, Laura Pausini","ZERI IN PIÙ (LOCURA) (feat. Laura Pausini)","Universal Music Italia srL.",1,-1,1,"4053152"
2,"spotify:track:7sj9VfVtmcEZBDbRAsVXWY","ANNA, Niky Savage","TT LE GIRLZ (feat. Niky Savage)","Universal Music Italia srL.",1,1,12,"3735220"
3,"spotify:track:2ceJa7d62wQ3eRBK589ALG","Shiva, Kid Yugi","Gotham (feat. Kid Yugi)","Milano Ovest",2,2,2,"3130339"
4,"spotify:track:19DHPlTC2gx1j4jrFzNbwL","ANNA","30ºC","Universal Music Italia srL.",1,4,16,"2558638"
5,"spotify:track:34IZ1Uu91IxjGbGRtW4c63","Fedez, Niky Savage","DI CAPRIO (feat. Niky Savage)","Warner Music",5,-1,1,"2550897"
6,"spotify:track:6WatFBLVB0x077xWeoVc2k","KAROL G","Si Antes Te Hubiera Conocido","Bichota/Interscope Records",5,8,12,"2375806"
7,"spotify:track:5lTTuESHokJHpSsEvvSR64","Pinguini Tattici Nucleari","Romantico Ma Muori","Epic",7,-1,1,"2241189"
8,"spotify:track:3sdvDRHwSpuKUehwVYxHcG","Shiva","Take 5","Milano Ovest",3,3,4,"2218420"
9,"spotify:track:4ZRVI6xwgbjgW5SgJB468n","ANNA, Artie 5ive","I LOVE IT (feat. Artie 5ive)","Universal Music Italia srL.",3,10,12,"2048444"
10,"spotify:track:2Q4Z2js0C6DDUVc7GuLGdF","Tony Effe, Gaia","SESSO E SAMBA (feat. Gaia)","Universal Music Italia srL.",1,7,17,"2029492"
11,"spotify:track:1IkzT4wzFJRbFOmKOSqTen","Geolier, Takagi & Ketra, Dat Boi Dee","EPISODIO D'AMORE","Warner Music",7,17,15,"2013080"
12,"spotify:track:5mKHtB2OGDXzbsInzW7veZ","Olly, Angelina Mango, JVLI","Per due come noi","Epic",12,18,2,"1852309"
13,"spotify:track:5GZupy8zByqFmXvpwZ4JOC","Tananai, Annalisa","STORIE BREVI","Universal Music Italia srL.",5,13,15,"1817127"
14,"spotify:track:326ALxsYnYfrZcIzOFvsIT","Shiva","Pluh","Milano Ovest",6,6,2,"1727492"
