rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
31,spotify:track:0vfPiExVUcECwzpQ3vfV0R,Grupo Zúmbale Primo,Tattoo,MOJO,722204,12,21,CHL,2025-01-30,0vfPiExVUcECwzpQ3vfV0R
32,spotify:track:7tCuCjhxzjX2XCz4JiiAsp,Bad Bunny,TURiSTA,Rimas Entertainment LLC.,689870,18,4,CHL,2025-01-30,7tCuCjhxzjX2XCz4JiiAsp
33,spotify:track:0qeIFEGRQqHoaJtLCl0U73,"Myke Towers, benny blanco",DEGENERE 👑 (feat. benny blanco),WEA Latina,682790,4,15,CHL,2025-01-30,0qeIFEGRQqHoaJtLCl0U73
34,spotify:track:2SuosMcETUjDfBRobLLTQm,"Jere Klein, Mateo on the Beatz, EL MURCIELAGO",CHIKA MALA,Jere Klein,673096,1,25,CHL,2025-01-30,2SuosMcETUjDfBRobLLTQm
35,spotify:track:6VNXmo59yDYgcwLS17UNAW,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Rimas Entertainment LLC.,661556,22,4,CHL,2025-01-30,6VNXmo59yDYgcwLS17UNAW
36,spotify:track:2esZG2XFtuoWWA9AfDvSxy,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,661071,1,52,CHL,2025-01-30,2esZG2XFtuoWWA9AfDvSxy
37,spotify:track:5QjmUqgpPQgXgg4606DqZF,Kapo,UWAIE,Sony Music Latin/La Industria,641207,5,24,CHL,2025-01-30,5QjmUqgpPQgXgg4606DqZF
38,spotify:track:42wdz3j7gstgUuhoFLCXqd,FloyyMenor,PELIGROSA,FloyyMenor under exclusive license to UnitedMasters LLC,636114,1,29,CHL,2025-01-30,42wdz3j7gstgUuhoFLCXqd
39,spotify:track:0Sr7ssScx54yxdM2ols7nW,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,Mr. 305 Records / Rimas Entertainment,627698,3,19,CHL,2025-01-30,0Sr7ssScx54yxdM2ols7nW
40,spotify:track:2Bf7izPNpcTVNL41bdyFic,"Lucky Brown, Big Cvyu",Zoom Zoom,Lucky Brown,626036,3,14,CHL,2025-01-30,2Bf7izPNpcTVNL41bdyFic
41,spotify:track:4ApLAqNEdqMwgF3Y8MRSXj,Cris Mj,7 Trompetas,Sonar LLC.,624867,2,6,CHL,2025-01-30,4ApLAqNEdqMwgF3Y8MRSXj
42,spotify:track:79x7xtoCLpf6l32Zz6mWo4,Bad Bunny,BOKeTE,Rimas Entertainment LLC.,622537,19,4,CHL,2025-01-30,79x7xtoCLpf6l32Zz6mWo4
43,spotify:track:4MAv7MqIlcaTBHGiUXIWiw,"Cris Mj, Kali Uchis, JHAYCO",SI NO ES CONTIGO - REMIX,SONAR LLC,613247,5,15,CHL,2025-01-30,4MAv7MqIlcaTBHGiUXIWiw
44,spotify:track:2ajOfRsIVgVO4pmjeCPIzp,"FloyyMenor, Lewis Somes",MY LOVE,FloyyMenor under exclusive license to UnitedMasters LLC,597216,23,11,CHL,2025-01-30,2ajOfRsIVgVO4pmjeCPIzp
45,spotify:track:3OJDtCdYs8QJnui708tEU3,Shakira,Soltera,Sony Music Latin,570550,9,18,CHL,2025-01-30,3OJDtCdYs8QJnui708tEU3
46,spotify:track:3LBYHlDSJOeUWSvCHXDWy5,Danny Ocean,VITAMINA,Atlantic Records,567551,46,1,CHL,2025-01-30,3LBYHlDSJOeUWSvCHXDWy5
47,spotify:track:00BjWhfYjpmRqKd1qCzdM0,"Lucky Brown, Jere Klein, Mateo on the Beatz, Gittobeatz",Bentley,Lucky Brown,560534,4,22,CHL,2025-01-30,00BjWhfYjpmRqKd1qCzdM0
48,spotify:track:37jQuEDDTQDaxlgaKbGU2u,Bayron Fire,Me Pongo Bonito,Fire Company,555898,41,18,CHL,2025-01-30,37jQuEDDTQDaxlgaKbGU2u
49,spotify:track:3G7agPwWfcORnWCAGMDOpm,Bad Bunny,LA MuDANZA,Rimas Entertainment LLC.,539432,25,4,CHL,2025-01-30,3G7agPwWfcORnWCAGMDOpm
50,spotify:track:4dLLdfiniBhDP9dlJQIOi4,"Los Ángeles Azules, Emilia","Perdonarte, ¿Para Qué?",OCESA Seitrack,534548,30,36,CHL,2025-01-30,4dLLdfiniBhDP9dlJQIOi4
1,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,3299336,1,3,CHL,2025-01-23,3sK8wGT43QFpWrvNQsrQya
2,spotify:track:59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,2736556,2,3,CHL,2025-01-23,59D4DOkspUbWyMmbAPQkxZ
3,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,2567188,3,3,CHL,2025-01-23,2lTm559tuIvatlT1u0JYG2
4,spotify:track:7d6yK8v8J484SWH5prIQiE,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Rimas Entertainment LLC.,2452457,3,3,CHL,2025-01-23,7d6yK8v8J484SWH5prIQiE
5,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,1880598,5,3,CHL,2025-01-23,5TFD2bmFKGhoCRbX61nXY5
6,spotify:track:6J5kc12BW5HuP3d7C3vvx8,Bad Bunny,EoO,Rimas Entertainment LLC.,1873109,6,3,CHL,2025-01-23,6J5kc12BW5HuP3d7C3vvx8
7,spotify:track:0fKK51bU6lcCCwdNnv64t3,"Blessd, Anuel AA, Ovy On The Drums",DEPORTIVO,WEA Latina,1785708,1,10,CHL,2025-01-23,0fKK51bU6lcCCwdNnv64t3
