rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2Heqj9jtxarmecKxycGSWn","Tamer Ashour","هيجيلي موجوع","Tamer Ashour",1,1,5,"618741"
2,"spotify:track:3uwYsiS1nnYDfVQMBbdX2B","Eslam Kabonga, Kalosha","ايوا يا حبيبتي وحشتينى","اسلام كابونجا",1,2,23,"586564"
3,"spotify:track:1qhODkCMlYY22JflCKJQnz","Eslam Kabonga","اللي نفسه فيا بيتي ميتوهش","Tecno",2,3,16,"355144"
4,"spotify:track:7ME2ZENU0G5H7IlnPbWvOv","Mahmoud El Leithy, Essam Sasa","سيبك من اللي خلع - من فيلم حمص وحلاوة","El Sobky proudctions",1,4,19,"344096"
5,"spotify:track:2hVnTuP0zdUEwHhME9ThnC","Ameen Khattab","كل الحلوين ولا شغلوني","El Abd Production",5,5,6,"279258"
6,"spotify:track:1CQzS4IBMOHRYGgEg3eZrz","Assala Nasri","فووق","Rotana Music",6,9,19,"265602"
7,"spotify:track:6m8vcn1JPflk8xBoFsaPDP","Marwan Pablo","El Mabda2","Quality Clique",1,7,12,"254549"
8,"spotify:track:0zyAjQxKKcs5UAdctKc0xR","Magdy El Zahar, Eslam Kabonga","زماني صابني عيار","Hebesha Production",8,13,5,"250339"
9,"spotify:track:6g95dK7o7vVh8ZCnDAseU5","Sherine","كلام عينيه","Sherine Abd El-wahab",2,6,24,"247727"
10,"spotify:track:0ZGmHDAUSgGV5mCUbtYFe7","Marwan Pablo","Matafetch","Quality Clique",4,8,12,"246767"
11,"spotify:track:6yVGUtmHwDsqqXs1Lak423","Tamer Ashour","Khaleny Fe Hodnak","Tamer Ashour",7,16,108,"214934"
12,"spotify:track:3vPePoOiJnSDLyqD3Hvrcr","Kimo Eldeeb, Essam Sasa","يا قلبي لا محبتكش ( لماذا قلبي نبضو قل )","Mahrganat - كيمو الديب - kimo ElDeeb",2,11,13,"213569"
13,"spotify:track:2WuP742LZAVBU21UQXkj5e","Ramy Gamal","جيت متأخر","Ramy Gamal",7,14,11,"201059"
14,"spotify:track:3WOiSsqfXPZAtGTr2PFj6S","Ilmond","Yazmeely","Muhab",2,12,29,"198224"
15,"spotify:track:4Guq7XrO1FjduwFBsVbr0E","Ramy Sabry","يمكن خير","Ramy Sabry",2,20,58,"196880"
16,"spotify:track:7FhwM9XJeuVHbmpOcuZxxs","Essam Sasa","نص سيطو مني ( احنا صحاب بلادنا )","Essam Sasa",3,15,35,"196612"
17,"spotify:track:6rxTHBynk2xnedaoqsW7p4","Eslam Kabonga, Hoda Boda","انا مش لومانجى ( نازل نيابه عندى جلسه )","Digital Sound",15,17,7,"190789"
18,"spotify:track:1oh3WIRKgoNi60o9SMykwS","Haifa Wehbe","Woseltelha","Haifa Wehbe",8,10,5,"190519"
19,"spotify:track:7AVngULvj8UIiF4TvM2zFt","حوده بوده, Eslam Kabonga","يلا نلعبو جوله","Takwene",18,18,5,"186589"
20,"spotify:track:3Hf81fxwZmFrTgqaSqyTfw","Fares Sokar - فارس سكر","خوجه في الجنب - وانا علي البحر ازماله بتمشي متجوزيني بنتك يا حماتي","MARWAN ZIDAN SALEM",20,40,3,"186581"
21,"spotify:track:3g4p8OgtpxHpEHzEjnRo6J","Muslim - مُسلِم","Mesh Nadman","Global",7,19,111,"180081"
22,"spotify:track:5kdlxZ5skOYY3VK8RlfEIZ","Wegz","البخت","Takwene",1,21,103,"178023"
