rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:17AuJgvjtgyQ7QogOS9zMY","ElGrandeToto","BOUHALI","BNJ CITY BLOCK",1,1,7,"381901"
2,"spotify:track:7L6iM8mnj0t2WW0Fjre5pG","Stormy","PIRATE","Austora",2,-1,1,"352904"
3,"spotify:track:3tPQhYGRaNjCk1QI1vee8e","ElGrandeToto","STALINE","BNJ CITY BLOCK",1,2,7,"339458"
4,"spotify:track:0jweHzprxjQSDTcxjoX4Og","ElGrandeToto","DIPLOMATICO","BNJ CITY BLOCK",1,4,13,"307946"
5,"spotify:track:7G7mSV4BebkoHWwKTDvXu9","V, Park Hyo Shin","Winter Ahead (with PARK HYO SHIN)","BIGHIT MUSIC",1,3,7,"302029"
6,"spotify:track:1UKmPtidnG6bweLNSF60b5","Stormy","KA3I","Austora",6,-1,1,"248745"
7,"spotify:track:2cbgw1iPeK7dMbOnhD9e8y","La Fouine, ElGrandeToto","Désert","Play Two",4,5,8,"223701"
8,"spotify:track:6C30qhTvYwramIzP9vQgtD","Stormy","FOREVER","Austora",8,-1,1,"206840"
9,"spotify:track:4YxQW5226q4oacUOSbfIFS","Stormy","SAKA","Austora",9,-1,1,"181467"
10,"spotify:track:3Thycu4Wd5AwGFDYYWiioT","Figoshin","Lalla w Mali","Figoshin",1,6,23,"169659"
11,"spotify:track:3nrzylrxjpRueVGBBpXhZT","Stormy","ALBATROS","Austora",11,-1,1,"168093"
12,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",1,18,26,"165486"
13,"spotify:track:3IeTr3DQ1SSTrBGUUAGqln","Stormy","TWINS","Austora",13,-1,1,"165301"
14,"spotify:track:0AUEVIEFpYGpCUWFvtItPQ","Pause","L’Bayda Mon Amour","Pause",3,8,9,"150699"
15,"spotify:track:0bBDTxFPjtuWAdqLLq55u1","Lazaro","Mahboul Ana","Chabaka",1,9,26,"150569"
16,"spotify:track:4knNlB73rkLODZU03Xjx7x","Draganov","3DABI","Draganov",1,11,79,"145825"
17,"spotify:track:5d54P8T7TXGwE2d0zyN3uu","Tawsen, Ayoub Anbaoui","Dawini","SAWT",1,12,31,"145648"
18,"spotify:track:5m441qiFI5yqfzG19ZLqIJ","ElGrandeToto","HACHICH/TOSEINA","BNJ CITY BLOCK",4,7,7,"140984"
19,"spotify:track:0YZ2ANy2Hhf21koqFpph5F","ElGrandeToto","BLUE LOVE","BNJ CITY BLOCK",1,10,57,"140150"
20,"spotify:track:7LXk7g4i8JxXXWNhDrSQq4","Pause","112","Pause",1,16,9,"125172"
21,"spotify:track:3Lny9bxBD9hDrKS61vmgdW","ElGrandeToto, Baby Gang","COLTELLINO (feat. Baby Gang)","BNJ CITY BLOCK",2,13,11,"123359"
22,"spotify:track:5AsFXMwPS6zMIGY8MSFn5L","Kore, Alonzo, ElGrandeToto","Brrr","RCA Group",22,-1,1,"121862"
23,"spotify:track:2OkDSD6ZTzHGgYF4j10c0m","Delarue, Morad, ElGrandeToto","Obligación","280Barrio",2,15,32,"119530"
24,"spotify:track:2rXnsktUWQq532AnK0Bmm3","Duke, Kawtar","Ghali","Duke",19,19,9,"118845"
25,"spotify:track:1kwCxlRJwYQvCS9VT9Gs53","Bo9al","Moon","Bo9al",23,23,3,"106140"
26,"spotify:track:6x4eiL3u5iWWDVumT8JSqd","Najm","LOTSOFLOVE","najm!",14,14,4,"106120"
27,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",20,20,21,"104618"
