rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6zLzNEyVqtyZoohE75maSy","Averagekidluke","Diva","WM Finland",1,1,5,"550152"
2,"spotify:track:7fdNCtxfZArtOZK3hLqqm3","Turisti","Taikuri","WM Finland",1,2,13,"522117"
3,"spotify:track:4d4jaU4L2WiA4m181RaaWG","william, Isac Elliot","Anteeks","WM Finland",2,3,3,"509734"
4,"spotify:track:0M6h2AOJ6YjnkdGfeJEmuo","Isaac Sene, Turisti","Ympyrää","SENE RECORDS",4,6,4,"405688"
5,"spotify:track:5A5sHRQoeJHzMULQGPLoOV","ibe","Marraskuu","Skorpioni",1,5,7,"364604"
6,"spotify:track:2FRnf9qhLbvw8fu4IBXx78","Wham!","Last Christmas","Epic",1,10,61,"357566"
7,"spotify:track:3kK8hgEtjb9tcBjIRv2674","Karim B, TUULI","Miljoonii (feat. TUULI)","Sony Music Entertainment Finland",7,7,2,"352370"
8,"spotify:track:1iBB1eaWLm2B70LqUCdMZi","PMMP, KUUMAA","Haloo","Universal Music Oy",8,-1,1,"339748"
9,"spotify:track:0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You","Columbia",2,13,61,"314822"
10,"spotify:track:4n6PzDyWGkjAVRl74aR8Pb","Sliki, Turisti","Ne oli vääräs (feat. Turisti)","Sony Music Entertainment Finland",5,8,6,"301016"
11,"spotify:track:3RCxl6HWK4ADOzMbY8FZCw","Haloo Helsinki!, Cantores Minores","Joulun kanssas jaan (feat. Cantores Minores)","Ratas Music",3,22,50,"298049"
12,"spotify:track:5gFVdvBQ0wVIZPYqrMSM8m","Juuna Chill, AHTI","Maa ilman vettä","control",12,-1,1,"284569"
13,"spotify:track:7uoFMmxln0GPXQ0AcCBXRq","Sia","Snowman","Monkey Puzzle/Atlantic",1,23,55,"277781"
14,"spotify:track:3Pf2yQgJ1B8vKgPFd1oOXC","Ares, Averagekidluke, Turisti","Iha miten vaa","WM Finland",2,11,8,"267966"
15,"spotify:track:5tfW3t4zAZoeftsKQI0jD0","Mirella","Täs mä oon","Universal Music Oy",2,9,7,"263772"
16,"spotify:track:1NKyomIMeDReZTpcZhJ0h7","Sexmane","Viimeinen kuulutus","Sene Records",4,4,2,"251765"
17,"spotify:track:36lT6tdND08VVvv3HwbhZD","Mirella","Timanttei","Universal Music Oy",1,12,50,"250987"
18,"spotify:track:2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree","MCA Nashville",7,30,36,"245740"
19,"spotify:track:3gEmQZnsmDrttYiBM2WYdD","Mirella, Lauri Haav","Luotathan","Universal Music Oy",1,14,29,"238112"
20,"spotify:track:1K0ZirzQ9KtHAKOLB5efXs","Suvi Teräsniska","Tulkoon joulu","WM Finland",6,38,44,"235551"
21,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",21,24,18,"224952"
22,"spotify:track:0msAT2TjdYnHHCkS2WajM4","Isac Elliot, Miriam Bryant","Otan Kii","WM Finland",3,15,17,"222606"
23,"spotify:track:6jRJ1RAvdNxC1TG03VRFVg","Averagekidluke","On / Off","WM Finland",3,25,16,"220022"
24,"spotify:track:2262bWmqomIaJXwCRHr13j","Gigi Perez","Sailor Song","Gigi Perez PS/ Island",9,16,18,"217942"
25,"spotify:track:7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock","Geffen",21,61,30,"215155"
26,"spotify:track:71hoYrgo1nxzWp9hfhu0Fi","Averagekidluke, Turisti","Vitun hyvin","WM Finland",1,21,18,"215129"
27,"spotify:track:4SzyvEZEyXIYiIe4rpsxcO","Etta","Sata shottii","WM Finland",2,19,9,"213819"
28,"spotify:track:0SUcbn6qR8N07qb7QOIkN2","Ege Zulu, BEHM","Tunnista tuntiin","PME Records",1,18,46,"211049"
29,"spotify:track:0lPnlw2OqYerwBT9MyoLex","OLGA, JVG","Jouluks kotiin","PME Records",29,-1,1,"208750"
30,"spotify:track:73kBsYMLlAQFcGym49f74g","Turisti, Sexmane","Lightskinboy (feat. Sexmane)","WM Finland",6,17,30,"203456"
31,"spotify:track:2Kouu3rnDZ5ZVqWtPEAsGo","Vesa-Matti Loiri","Sydämeeni joulun teen","WEA",10,58,38,"191158"
32,"spotify:track:1rv46mRwDqMEhOBZ7vODg3","Michael Bublé","It's Beginning to Look a Lot like Christmas","Reprise",5,50,49,"189046"
