rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id,popularity,duration_ms,explicit,genre,release_date,track_image,artist_image
38,spotify:track:3cJYHDT0jfBt8PLNOsKHZE,"Jul, FRANCÈ ZITO",Capata,D'Or et de Platine,867043,15,4,FRA,2025-01-02,3cJYHDT0jfBt8PLNOsKHZE,67,200920,True,pop urbaine,2024-12-06,https://i.scdn.co/image/ab67616d0000b27384fcb225fcd2a8fb7d7b26c5,https://i.scdn.co/image/ab6761610000e5eb043c7633712d706c54b625e6
39,spotify:track:1HQQbaepsGB5uyTAGmSZxj,Yorssy,CRF - Nouvelle École,Netflix Music,866122,5,25,FRA,2025-01-02,1HQQbaepsGB5uyTAGmSZxj,69,129153,False,,2024-07-05,https://i.scdn.co/image/ab67616d0000b27365ccfa3a7a9139ec9bcdee86,https://i.scdn.co/image/ab6761610000e5eb0d0edb77c8f4e260ac6124a5
40,spotify:track:5Cs4kQRpfYgcBMFsvezdbZ,"Ninho, Niska",Coco,Jefe Productions / Charo Inc / WMF / UMF,858378,6,25,FRA,2025-01-02,5Cs4kQRpfYgcBMFsvezdbZ,65,148656,True,pop urbaine,2024-10-25,https://i.scdn.co/image/ab67616d0000b273d30660d949dfac1116226d0f,https://i.scdn.co/image/ab6761610000e5eb791b1ecfe6f3101115430fb5
41,spotify:track:7wOgZ1otoKYDvKyQKP1sNZ,Werenoi,Laboratoire,PLR Music / PGP Records / Allpoints,852799,9,95,FRA,2025-01-02,7wOgZ1otoKYDvKyQKP1sNZ,70,162840,True,,2023-03-09,https://i.scdn.co/image/ab67616d0000b273454178915a2bb0bb78cfebaf,https://i.scdn.co/image/ab6761610000e5ebf7848be605333f3e1a3a8031
42,spotify:track:3PyRt7gpih7EPvV0fMWEom,VEN1,Hakayet,NOUVO MONDE,838004,4,36,FRA,2025-01-02,3PyRt7gpih7EPvV0fMWEom,70,158208,True,,2023-11-20,https://i.scdn.co/image/ab67616d0000b27313295a84f4cf446fab5553a9,https://i.scdn.co/image/ab6761610000e5ebe56fb246203cf18322f182d1
43,spotify:track:0mYMXqqxLjGTjh5ivcfbNL,VEN1,Menace fantôme,NOUVO MONDE,837074,23,5,FRA,2025-01-02,0mYMXqqxLjGTjh5ivcfbNL,69,179352,True,,2024-11-29,https://i.scdn.co/image/ab67616d0000b2738c154bc234c5793c18a7eb01,https://i.scdn.co/image/ab6761610000e5ebe56fb246203cf18322f182d1
44,spotify:track:3C0AfnuQGVmW9ww5mnBypl,Carbonne,Imagine,Play Two,836436,1,35,FRA,2025-01-02,3C0AfnuQGVmW9ww5mnBypl,57,165775,False,,2024-12-05,https://i.scdn.co/image/ab67616d0000b2730c48d1f7c50b2b3af0b728ce,https://i.scdn.co/image/ab6761610000e5eb532de666ca0a492296cb956e
45,spotify:track:3Byu179ofnuChb4zF1fMhu,Werenoi,Pétunias,AllPoints,832931,8,13,FRA,2025-01-02,3Byu179ofnuChb4zF1fMhu,67,210247,True,,2024-02-16,https://i.scdn.co/image/ab67616d0000b27315a77fc58cab8c163a1b7509,https://i.scdn.co/image/ab6761610000e5ebf7848be605333f3e1a3a8031
46,spotify:track:3bg2qahpZmsg5wV2EMPXIk,"David Guetta, Alphaville, Ava Max",Forever Young,Parlophone UK,831173,46,10,FRA,2025-01-02,3bg2qahpZmsg5wV2EMPXIk,80,156923,False,edm,2024-10-18,https://i.scdn.co/image/ab67616d0000b273417f8c5927888d7ee97cb05a,https://i.scdn.co/image/ab6761610000e5ebf150017ca69c8793503c2d4f
47,spotify:track:4Bqa1dZPJfHKRfUVRLsSW1,Denden,Ils se demandent,Universal Music Division Virgin Music Distribution Deal,825349,33,7,FRA,2025-01-02,4Bqa1dZPJfHKRfUVRLsSW1,68,102875,True,,2024-10-28,https://i.scdn.co/image/ab67616d0000b273e02916f889db2fc5e72c668b,https://i.scdn.co/image/ab67616d0000b273e02916f889db2fc5e72c668b
