rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:5Uptvz6j1sjDKxidAcnH2L","Cris Mj","SI NO ES CONTIGO","Sonar LLC.",1,1,2,"4763490"
2,"spotify:track:4yyCGGdTVaYG17vhsrUPoL","FloyyMenor, Lewis Somes","APAGA EL CEL","FloyyMenor under exclusive license to UnitedMasters LLC",2,2,3,"3091537"
3,"spotify:track:6XjDF6nds4DE2BBbagZol6","FloyyMenor, Cris Mj","Gata Only","FloyyMenor under exclusive license to UnitedMasters LLC",1,3,18,"2426991"
4,"spotify:track:4mnpgUTLYMs3XFpqTWxVyA","Pablo Chill-E, Bryartz","Gitana (feat. Bryartz)","G STARR ENT",1,4,10,"2305869"
5,"spotify:track:3yLoXi85lSf04T3hL1EJI4","Jere Klein, Lucky Brown, Adan La Amenaza","MUJER FINA","2024 JERE KLEIN",5,-1,1,"2135896"
6,"spotify:track:76NtZCaYVQHxEkB6mrm1DQ","Jere Klein, El BAI, Dj Osar, Mateo on the Beatz","SOLO DIME","2024 JERE KLEIN",6,-1,1,"1809319"
7,"spotify:track:4Br7zuCL1Jetik8COatafL","Kidd Voodoo, DrefQuila, Young Cister, Easykid, Swift 047, LOS 4F","Enrolar - Fantastic Four Remix","Kidd Voodoo",2,5,8,"1807925"
8,"spotify:track:55eG1F2xukyOGAkaNAG4MQ","Lucky Brown, Nes","Avísame","Lucky Brown",6,6,5,"1665963"
9,"spotify:track:7xjFEvchFCiAmuseCBModI","Pablo Chill-E, Ñengo Flow, Jere Klein","Bastardo (feat. Ñengo Flow & Jere Klein)","G STARR ENT",3,7,10,"1576933"
10,"spotify:track:1M8WdBbJ5lRS06RBlINv1G","Lucky Brown, Big Cvyu","Coa Xorete","Virgin Music Chile",2,9,12,"1563610"
11,"spotify:track:2kvpHbQHp9QmcG9WhyLwco","Cris Mj","Daytona","Sonar LLC.",2,8,30,"1399946"
12,"spotify:track:2mjomuPkuvJvmm4oxESQXn","Jere Klein, Axl Boore, EL MURCIELAGO","REELS","2024 JERE KLEIN",12,-1,1,"1356050"
