rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1f9X5YDmXDxyIwhzB06JJd","ElMusto","Dale Don Dale","Growl Music",1,4,3,"4846568"
2,"spotify:track:0GuWyPyj4MVvT4qYsl6BOS","Lvbel C5","Sezen Aksu","Mundo Music",1,1,8,"4443312"
3,"spotify:track:4wwZyKI0OtpRfHmpxv6JdR","Amo988","Elini Ver","ETL Records",3,6,3,"4407955"
4,"spotify:track:2L39N1sTAiaKbN8NBtOH4I","AKDO, Lvbel C5","SUBMARINER","Lais Records",1,5,10,"3246821"
5,"spotify:track:1d02igesB9DREknAVXRiBd","Reynmen","Renklensin","Houze Istanbul",1,3,7,"3059387"
6,"spotify:track:4jdpkoZR2tUT4m4UTEUuvK","Bayhan","Tiryakinim","Bayhan Gürhan",1,2,6,"2878642"
7,"spotify:track:1Ma4fLShd0hpZSNH37mEkR","Lvbel C5","nE !?","Mundo Music",6,8,8,"2813734"
8,"spotify:track:1ppnRAPv8zJjrNy4TW5w7M","AKDO, Gülşen, Murat Boz, Lvbel C5","ILTIMAS X SUBMARINER","Elimon Records & Ozinga",8,25,3,"2756709"
9,"spotify:track:7cCreOFQhqqhCm82twJg0u","İzel","Düşer O","Poll Production",9,9,9,"2742539"
10,"spotify:track:3gdY5WFt7i6BWVLie3t6hQ","Mela Bedel","Ben Sana Gelemem","Mundo Music",7,11,8,"2723091"
11,"spotify:track:4I29KUtM6IwZyxqAiHZ6RH","BLOK3, Stefflon Don","Habibi","Graduation",11,17,4,"2530082"
12,"spotify:track:3TbZb6udQT4iqyQXmwBe7T","Mabel Matiz","Kömür","Pose Records",8,10,4,"2394283"
13,"spotify:track:4wrThHGMM2xOoxMwE7TbhZ","Semicenk","Tek Başıma","Eva Yapım & Eva Records",4,7,5,"2063294"
14,"spotify:track:4RC8B7vYRcM6Kkg5x80ezG","Lvbel C5, Melis Kar","DACIA X YATIYA - Remix","EMI - Kent Elektronik Sanayi ve Ticaret A.S.",2,14,15,"1958102"
15,"spotify:track:5VykLQtjCYF6qFq59HbUg9","Dedublüman","Sen Bilmezsin","Hypers",15,15,12,"1875417"
