rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1IMRi5UVOV77PsAgdWDvzh","Chike, Mohbad","Egwu","Brothers Records, under exclusive license to ONErpm",1,1,16,"596971"
2,"spotify:track:7FB5261Iv3MRbSz13HYP5l","Seyi Vibez","Different Pattern","Dvpper Digital",2,2,17,"561049"
3,"spotify:track:2LP8KwtvzUx1onvXKQCoKR","ODUMODUBLVCK, Black Sherif","WOTOWOTO SEASONING (feat. Black Sherif)","Native Sounds/Def Jam PS",3,7,18,"516277"
4,"spotify:track:54seQV7MCcppBrznALCdlT","TitoM, Yuppe, S.N.E, EeQue","Tshwala Bam (feat. S.N.E, EeQue)","TitoM",3,3,6,"512926"
5,"spotify:track:2kIOzEJetFcPe4i2wkaCx6","Kizz Daniel","Showa","FlyBoy INC / EMPIRE",5,9,4,"486079"
6,"spotify:track:6BWgLorAwF17ofyu8361HM","Shallipopi, ODUMODUBLVCK","Cast","Dvpper Digital",1,5,22,"480959"
7,"spotify:track:3JozQbIWMHBTKIghXKehVy","Ayra Starr","Commas","Mavin Global Holdings Ltd.",1,6,9,"443281"
8,"spotify:track:652eb66Jp9rLJ3erEwaCio","Seyi Vibez","Cana","Dvpper Digital",3,8,17,"436149"
9,"spotify:track:10TygH7MoyZQFRMPDE2N6Z","Ruger, Bnxn","Romeo Must Die (RMD)","Blown Boy Ent. / T.Y.E / EMPIRE",2,4,6,"406519"
10,"spotify:track:3mARtPEP8hi1LzMctEwVN4","Skepta, Portable, JAE5","Tony Montana","Epic Records UK",1,10,5,"389307"
11,"spotify:track:35MU2MEhQMw0NhXZztAP9m","ODUMODUBLVCK, Bloody Civilian, Wale","BLOOD ON THE DANCE FLOOR (feat. Bloody Civilian and Wale)","Native Sounds/Def Jam PS",1,11,26,"378969"
12,"spotify:track:59sAr7NvZDeH7oYrkiyZcQ","Young Jonn","Aquafina","Chocolate City Music",5,12,49,"375748"
13,"spotify:track:2khv04F26pnJr4989Maowi","Kizz Daniel, Davido","Twe Twe","FlyBoy INC / EMPIRE",2,18,10,"338346"
14,"spotify:track:5ZtK8XAVnoaGdBXZWCEVCY","Asake","Lonely At The Top","YBNL Nation / EMPIRE",1,15,42,"337817"
15,"spotify:track:5KV5UXd1uNZZafWTudrVft","Wizkid, Zlatan","IDK (feat. Zlatan)","Starboy/RCA Records",1,17,15,"332979"
16,"spotify:track:6PdAiqbKP3Zmr3YHRdgT1y","Kizz Daniel","Sooner","FlyBoy INC / EMPIRE",12,14,4,"331984"
17,"spotify:track:6rOqLUy3kp0PVQQEtNPpbQ","Sarz, Asake, Gunna","Happiness (feat. Asake & Gunna)","1789 under exclusive license to UnitedMasters LLC",5,19,17,"325435"
18,"spotify:track:0zVk3uuV9UhxAt48F3OL12","Omah Lay","Holy Ghost","KeyQaad/Sire Records",1,21,21,"321143"
19,"spotify:track:7MaM9JVq1UXAGZQ4JFNXMg","Young Jonn, Kizz Daniel, Seyi Vibez","Big Big Things (feat. Kizz Daniel & Seyi Vibez)","Chocolate City Music",6,20,6,"316933"
20,"spotify:track:5c1rWQAa8GX8LgCC9h3d1N","Qing Madi","American Love","Bu Vision",12,16,13,"315339"
21,"spotify:track:7CkDjDtJjCZA7AW7RBvrvC","Victony, Crayon, Bella Shmurda","OHEMA (with Crayon & Bella Shmurda)","Encore Recordings",5,22,20,"310607"
22,"spotify:track:4zqRu31aWCiHeYMw9GptOO","Victony","Everything","Encore Recordings",10,26,8,"306791"
23,"spotify:track:0RPXUuLjVHolWYkaXCndXD","Rema","DND","Mavin Records / Jonzing World",1,23,23,"305659"
24,"spotify:track:3eWpfsYgd5OL2QdwcVcF6Q","Zlatan, Asake","Bust Down","Zanku Records",4,24,10,"284931"
25,"spotify:track:747cO9FmyVvRCrsRusfwdL","Omah Lay","reason","KeyQaad/Sire Records",1,32,43,"284177"
26,"spotify:track:0GeZh7YiQRqYwHS2IdEskL","Asake","Only Me","YBNL Nation / EMPIRE",5,25,12,"284165"
27,"spotify:track:2tudvzsrR56uom6smgOcSf","Future, Metro Boomin, Kendrick Lamar","Like That","Wilburn Holding Co./Boominati/Epic/Republic",13,13,2,"278555"
28,"spotify:track:4RoKNqyZ9622tcAeNPNv5k","Burna Boy","City Boys","Spaceship/ Bad Habit/Atlantic Records",1,29,32,"269392"
29,"spotify:track:6bBQmflDHD8a35PeZjw44J","Zerrydl","Popo","Dvpper Digital",27,30,16,"265836"
30,"spotify:track:19IAoqAkRQ5tC1U0p7SWpZ","Young Jonn","Sharpally","Chocolate City Music",8,27,37,"262741"
31,"spotify:track:5mhM7bfzv52bzfCzlq8vH1","Crayon, Ayra Starr","Ngozi","Mavin Records/Blowtime Entertainment",3,28,37,"260667"
32,"spotify:track:4VG9WzSYRAsHIVgkZXRX1C","Bella Shmurda","Loner","Dangbana Republik",24,35,3,"242382"
