rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
50,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),Ministry of Sound Recordings,131752,12,58,Chrats_BEL🇧🇪,2025-01-30,09CnYHiZ5jGT1wr1TXJ9Zt
1,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,588296,1,14,Chrats_BEL🇧🇪,2025-01-23,4wJ5Qq0jBN4ajy7ouZIV1c
2,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,499823,2,2,Chrats_BEL🇧🇪,2025-01-23,3sK8wGT43QFpWrvNQsrQya
3,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,489147,1,23,Chrats_BEL🇧🇪,2025-01-23,2plbrEY59IikOBgBGLjaoe
4,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",463275,1,14,Chrats_BEL🇧🇪,2025-01-23,7ne4VBA60CxGM75vw0EYad
5,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,419133,4,8,Chrats_BEL🇧🇪,2025-01-23,35ISBknsCeZQtq66xABI9g
6,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,330418,2,36,Chrats_BEL🇧🇪,2025-01-23,6dOtVTDdiauQNBQEDOtlAB
7,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,323076,2,21,Chrats_BEL🇧🇪,2025-01-23,2262bWmqomIaJXwCRHr13j
8,spotify:track:6BPcUXYERAahpunmb0AovH,"Arcane, Stromae, Pomme",Ma Meilleure Ennemie (from the series Arcane League of Legends),Riot Games,267971,1,9,Chrats_BEL🇧🇪,2025-01-23,6BPcUXYERAahpunmb0AovH
9,spotify:track:1RiCNSkK4AfT1j8ZM4JnVs,GIMS,CIEL,Play Two,258373,9,9,Chrats_BEL🇧🇪,2025-01-23,1RiCNSkK4AfT1j8ZM4JnVs
10,spotify:track:3nHuKdFJZm78CoeBnDcFKe,Teddy Swims,Bad Dreams,Warner Records,256573,10,18,Chrats_BEL🇧🇪,2025-01-23,3nHuKdFJZm78CoeBnDcFKe
11,spotify:track:0yyFAbTlOk7DFhh6RSug9S,GIMS,SOIS PAS TIMIDE,Play Two,255957,5,27,Chrats_BEL🇧🇪,2025-01-23,0yyFAbTlOk7DFhh6RSug9S
12,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,249420,12,2,Chrats_BEL🇧🇪,2025-01-23,5TFD2bmFKGhoCRbX61nXY5
13,spotify:track:0qlYaRFGvgR6afy1f4BBwD,Gazo,NANANI NANANA,BSB PROD,239332,2,8,Chrats_BEL🇧🇪,2025-01-23,0qlYaRFGvgR6afy1f4BBwD
14,spotify:track:2VyvDGdcVY04cNYou9MFVX,"PAWSA, The Adventures Of Stevie V",Dirty Cash (Money Talks),Altra Moda Music,235839,14,6,Chrats_BEL🇧🇪,2025-01-23,2VyvDGdcVY04cNYou9MFVX
15,spotify:track:2A1aS3mwuGuX2yk1bgxOvA,"BL3SS, CamrinWatsin, bbyclose",Kisses (feat. bbyclose),Atlantic Records UK,233020,10,26,Chrats_BEL🇧🇪,2025-01-23,2A1aS3mwuGuX2yk1bgxOvA
16,spotify:track:1XRpRDBpJPjjcj406euOpa,Roxy Dekker,Ga Dan!,Warner Music Benelux,231011,16,1,Chrats_BEL🇧🇪,2025-01-23,1XRpRDBpJPjjcj406euOpa
17,spotify:track:5NWpquAje6NyvxD57oXNu6,"GIMS, DYSTINCT",SPIDER,Play Two,217318,7,37,Chrats_BEL🇧🇪,2025-01-23,5NWpquAje6NyvxD57oXNu6
18,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,213268,4,70,Chrats_BEL🇧🇪,2025-01-23,17phhZDn6oGtzMe56NuWvj
19,spotify:track:4MSj19TwYBLgDFj3ddEeco,"Lost Frequencies, Tom Odell",Black Friday (pretty like the sun),UROK,200366,1,27,Chrats_BEL🇧🇪,2025-01-23,4MSj19TwYBLgDFj3ddEeco
20,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,198120,9,36,Chrats_BEL🇧🇪,2025-01-23,3QaPy1KgI7nu9FJEQUgn6h
21,spotify:track:1EDPVGbyPKJPeGqATwXZvN,Linkin Park,The Emptiness Machine,Warner Records,197805,2,20,Chrats_BEL🇧🇪,2025-01-23,1EDPVGbyPKJPeGqATwXZvN
22,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",193942,1,53,Chrats_BEL🇧🇪,2025-01-23,3xkHsmpQCBMytMJNiDf3Ii
23,spotify:track:3wPPWcVuinAU7dXcJXtCID,"Naughty Boy, Sam Smith",La La La,Virgin Records Ltd,192391,23,5,Chrats_BEL🇧🇪,2025-01-23,3wPPWcVuinAU7dXcJXtCID
24,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,191285,4,214,Chrats_BEL🇧🇪,2025-01-23,7jtQIBanIiJOMS6RyCx6jZ
25,spotify:track:5o0osRx8kYJTOqlOSggr9Z,Alex Warren,Carry You Home,Atlantic Records,191257,21,32,Chrats_BEL🇧🇪,2025-01-23,5o0osRx8kYJTOqlOSggr9Z
26,spotify:track:6WatFBLVB0x077xWeoVc2k,KAROL G,Si Antes Te Hubiera Conocido,Bichota/Interscope Records,189304,11,30,Chrats_BEL🇧🇪,2025-01-23,6WatFBLVB0x077xWeoVc2k
27,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,185108,27,2,Chrats_BEL🇧🇪,2025-01-23,2lTm559tuIvatlT1u0JYG2
28,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,179396,2,41,Chrats_BEL🇧🇪,2025-01-23,2HRqTpkrJO5ggZyyK6NPWz
29,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,177130,22,206,Chrats_BEL🇧🇪,2025-01-23,3hRV0jL3vUpRrcy398teAU
30,spotify:track:0rtDE9zfXbamTlRUSwY7zy,Mark Ambor,Belong Together,"Hundred Days Records, LLC",172295,3,45,Chrats_BEL🇧🇪,2025-01-23,0rtDE9zfXbamTlRUSwY7zy
31,spotify:track:51rfRCiUSvxXlCSCfIztBy,Gracie Abrams,"I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",170490,14,24,Chrats_BEL🇧🇪,2025-01-23,51rfRCiUSvxXlCSCfIztBy
32,spotify:track:5nPbKG04fhLkIAjcPFaZq7,"HUGEL, Topic, Arash, Daecolm",I Adore You (feat. Daecolm),Virgin,170273,18,26,Chrats_BEL🇧🇪,2025-01-23,5nPbKG04fhLkIAjcPFaZq7
33,spotify:track:1Mzg6bu3hkCwJKEf7v49MN,SDM,CARTIER SANTOS,Universal Music Division Capitol Music France,168005,1,17,Chrats_BEL🇧🇪,2025-01-23,1Mzg6bu3hkCwJKEf7v49MN
34,spotify:track:1y7dY7Xu4nWM4SK2dEnoAT,"Damso, Kalash",Alpha,Trente-quatre centimes,166256,4,10,Chrats_BEL🇧🇪,2025-01-23,1y7dY7Xu4nWM4SK2dEnoAT
35,spotify:track:1Es7AUAhQvapIcoh3qMKDL,"The Weeknd, Playboi Carti",Timeless (feat. Playboi Carti),XO / Republic Records,166154,22,17,Chrats_BEL🇧🇪,2025-01-23,1Es7AUAhQvapIcoh3qMKDL
36,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,165155,9,22,Chrats_BEL🇧🇪,2025-01-23,5G2f63n7IPVPPjfNIGih7Q
37,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,163830,12,34,Chrats_BEL🇧🇪,2025-01-23,0WbMK4wrZ1wFSty9F7FCgu
38,spotify:track:7ifFhxRIvYbe4IuzIkY2Qi,Bouss,Ça parle mal,Le Grand Carré / Level Up Music,162586,17,20,Chrats_BEL🇧🇪,2025-01-23,7ifFhxRIvYbe4IuzIkY2Qi
39,spotify:track:59NraMJsLaMCVtwXTSia8i,"cassö, RAYE, D-Block Europe",Prada,Ministry of Sound Recordings,162568,1,76,Chrats_BEL🇧🇪,2025-01-23,59NraMJsLaMCVtwXTSia8i
40,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,160343,1,33,Chrats_BEL🇧🇪,2025-01-23,1BJJbSX6muJVF2AK7uH1x4
41,spotify:track:2z9FUHRkbkV4BObNzbHsFU,Damiano David,Born With a Broken Heart,Sony Music Italy / Arista Records,159826,40,11,Chrats_BEL🇧🇪,2025-01-23,2z9FUHRkbkV4BObNzbHsFU
