rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
28,spotify:track:5rBJLnaIpZ2NJQTWmjJNYO,"MAS, KESI",Stime (feat. KESI),Universal Music A/S,211852,28,1,DNK,2025-01-23,5rBJLnaIpZ2NJQTWmjJNYO
29,spotify:track:2KtYQjB4blnFVVXXk96Akw,MAS,Nattehimlen,Universal Music A/S,207010,29,1,DNK,2025-01-23,2KtYQjB4blnFVVXXk96Akw
30,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,202738,9,57,DNK,2025-01-23,17phhZDn6oGtzMe56NuWvj
31,spotify:track:2doTTX8MLsVnAyAQqmqV7j,Blæst,Elsker Dig Så Meget,Universal Music A/S,202349,19,29,DNK,2025-01-23,2doTTX8MLsVnAyAQqmqV7j
32,spotify:track:5O2NovuSaij0nsULxUt8V5,Ella Augusta,Baglæns,The Bank Records,198357,32,40,DNK,2025-01-23,5O2NovuSaij0nsULxUt8V5
33,spotify:track:2XxRgaOO73AtKS3bPciDSL,"Benjamin Hav, Ella Augusta",Første dag,Sony Music Entertainment,195777,8,66,DNK,2025-01-23,2XxRgaOO73AtKS3bPciDSL
34,spotify:track:3nHuKdFJZm78CoeBnDcFKe,Teddy Swims,Bad Dreams,Warner Records,195355,34,19,DNK,2025-01-23,3nHuKdFJZm78CoeBnDcFKe
35,spotify:track:65C4AmFA6oyMJ2lwLNPiIB,D1MA,CLEOPATRA,7OUMA Records,195350,4,17,DNK,2025-01-23,65C4AmFA6oyMJ2lwLNPiIB
36,spotify:track:6ZC9iIWBCy4VtBhoY1YTuR,Annika,Hun,Universal Music A/S,194265,23,37,DNK,2025-01-23,6ZC9iIWBCy4VtBhoY1YTuR
37,spotify:track:2wHMdKzl7cccWRPEQmcAA8,MAS,Sandstorm,Universal Music A/S,185295,37,1,DNK,2025-01-23,2wHMdKzl7cccWRPEQmcAA8
38,spotify:track:1Es7AUAhQvapIcoh3qMKDL,"The Weeknd, Playboi Carti",Timeless (feat. Playboi Carti),XO / Republic Records,184509,8,17,DNK,2025-01-23,1Es7AUAhQvapIcoh3qMKDL
39,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,178434,11,22,DNK,2025-01-23,5G2f63n7IPVPPjfNIGih7Q
